-3.34251348063100	0.848225995529283	0	0
-2.22538765101112	0.224254994170104	0	0
-1.86074160217393	-0.597282261135558	0	0
-0.802757194651791	-0.215719094077343	0	0
-1.78930381867600	0.684340803886704	0	0
-2.76363430807650	-0.924056027812019	0	0
-2.34258869651797	-0.0540332681109443	0	0
-3.60798906139837	0.406901356883256	0	0
-2.04867549783378	-0.320502070151974	0	0
-1.26956920189214	0.320196132962528	0	0
-1.13091674765784	-0.234830296920156	0	0
-2.53820791570441	0.923901501691846	0	0
-2.31715021371950	0.0869465928201897	0	0
-1.22161938606412	0.482689549318329	0	0
-1.41479609189538	-0.605632066644884	0	0
-1.76506192259974	-0.00336091713094062	0	0
-1.29892756435264	0.0894812633122726	0	0
-1.69940950467773	-0.694310808503317	0	0
-1.79891637652620	-0.670054123078732	0	0
-0.991901157086933	-1.03897749776826	0	0
-3.11024441886424	2.35606443127021	0	0
-3.47372805429258	0.276700119482522	0	0
-1.52627746577379	-0.327730430957131	0	0
-1.82346251807681	0.326646225770205	0	0
-2.17732619450437	0.0185401446909141	0	0
-1.80508094315497	0.0793658650568846	0	0
-3.06361738016862	-0.424419890211657	0	0
-1.50748839969556	-0.220778360989209	0	0
-2.25057486555457	-0.437610506722627	0	0
-1.12068712073868	-0.0924445824280066	0	0
-1.62962568593624	-0.305306323449030	0	0
-1.71816633505186	-0.441415846893400	0	0
-2.64322083544131	-0.0925717956760014	0	0
-2.32663191564983	0.591578193199078	0	0
-3.16256109158919	0.558613289038518	0	0
-2.80515867283303	-0.100256280046322	0	0
-1.55098247182975	0.135284294908169	0	0
-2.80189930765039	-0.0458176975554716	0	0
-1.40500536002476	-0.239953346677073	0	0
-1.02920686232659	-0.496876569995263	0	0
-1.34629032417885	-0.261195420925284	0	0
-3.03694448291421	-0.574073047978800	0	0
-0.843863146877306	-0.671259258779792	0	0
-2.47915868582827	-0.410242964265041	0	0
-3.08845217209218	-0.440926176226439	0	0
-2.58689932192589	0.546397051762703	0	0
-1.78991705053275	-0.0467999427260178	0	0
-1.64455961008363	-1.08106927150020	0	0
-1.53234497046895	-0.518306730370283	0	0
-2.16704673013307	-0.404843608652110	0	0
-1.74005473130572	0.568515950918373	0	0
-2.14398522725118	0.309850966520443	0	0
-1.70086948931603	0.618898232112003	0	0
-2.09162987408508	-0.540964083775592	0	0
-2.36850980393696	0.0130805147018586	0	0
